as_of,component,phase,formed,today,symbol,sign,weight,k,exposure,margin
2026-09-23,trend,1,2026-09-22,False,LINKUSDT,1,0.004293975369609908,0.5708527631823012,0.0024512277047785587,0.0012256138523892793
2026-09-23,trend,1,2026-09-22,False,PUMPUSDT,-1,-0.002174068846436701,0.5708527631823012,-0.0012410732083369487,0.0006205366041684743
2026-09-23,trend,1,2026-09-22,False,SOLUSDT,1,0.0044754590853984194,0.5708527631823012,0.002554828185409022,0.001277414092704511
2026-09-23,trend,1,2026-09-22,False,SUIUSDT,1,0.0033798912275863208,0.5708527631823012,0.001929420246523271,0.0009647101232616355
2026-09-23,trend,1,2026-09-22,False,TRUMPUSDT,1,0.002498397286378885,0.5708527631823012,0.0014262169944565493,0.0007131084972282747
2026-09-23,trend,1,2026-09-22,False,TUTUSDT,-1,-0.000675940349995293,0.5708527631823012,-0.0003858624165412248,0.0001929312082706124
2026-09-23,trend,1,2026-09-22,False,XRPUSDT,1,0.003956917087737815,0.5708527631823012,0.0022588170532183956,0.0011294085266091978
2026-09-23,trend,1,2026-09-22,False,ZECUSDT,1,0.001976308750582904,0.5708527631823012,0.001128181311171612,0.000564090655585806
2026-09-23,trend,2,2026-09-23,True,1000PEPEUSDT,1,0.0026368451634840996,0.5708527631823012,0.0015052503476587849,0.0007526251738293924
2026-09-23,trend,2,2026-09-23,True,ACEUSDT,-1,-0.0009684260165135029,0.5708527631823012,-0.000552828667464362,0.000276414333732181
2026-09-23,trend,2,2026-09-23,True,ADAUSDT,1,0.003611723314097633,0.5708527631823012,0.002061762233702572,0.001030881116851286
2026-09-23,trend,2,2026-09-23,True,AKEUSDT,1,0.0004679740391206574,0.5708527631823012,0.00026714427332960957,0.00013357213666480479
2026-09-23,trend,2,2026-09-23,True,BNBUSDT,1,0.006959584281258377,0.5708527631823012,0.003972897917556454,0.001986448958778227
2026-09-23,trend,2,2026-09-23,True,BTCUSDT,1,0.006592491137090115,0.5708527631823012,0.003763341781862723,0.0018816708909313615
2026-09-23,trend,2,2026-09-23,True,BTWUSDT,1,0.0009856720424161456,0.5708527631823012,0.000562673609004799,0.0002813368045023995
2026-09-23,trend,2,2026-09-23,True,CYSUSDT,-1,-0.0009264650443613088,0.5708527631823012,-0.0005288751305654664,0.0002644375652827332
2026-09-23,trend,2,2026-09-23,True,DOGEUSDT,1,0.004011368117128946,0.5708527631823012,0.0022899005738044433,0.0011449502869022216
2026-09-23,trend,2,2026-09-23,True,ENAUSDT,1,0.002234882766413802,0.5708527631823012,0.0012757890025958242,0.0006378945012979121
2026-09-23,trend,2,2026-09-23,True,ETHUSDT,1,0.004864623730907116,0.5708527631823012,0.0027769838986305222,0.0013884919493152611
2026-09-23,trend,2,2026-09-23,True,HYPEUSDT,1,0.003359534429966456,0.5708527631823012,0.0019177995123524285,0.0009588997561762142
2026-09-23,trend,2,2026-09-23,True,LINKUSDT,1,0.004246853844337995,0.5708527631823012,0.0024243282518717226,0.0012121641259358613
2026-09-23,trend,2,2026-09-23,True,PUMPUSDT,-1,-0.002148802332112326,0.5708527631823012,-0.001226649748818894,0.000613324874409447
2026-09-23,trend,2,2026-09-23,True,SOLUSDT,1,0.004482839954824003,0.5708527631823012,0.002559041575115304,0.001279520787557652
2026-09-23,trend,2,2026-09-23,True,SUIUSDT,1,0.0033529056311573345,0.5708527631823012,0.001914015444235662,0.000957007722117831
2026-09-23,trend,2,2026-09-23,True,TRUMPUSDT,-1,-0.002430942264373586,0.5708527631823012,-0.0013877101087543017,0.0006938550543771508
2026-09-23,trend,2,2026-09-23,True,TUTUSDT,-1,-0.0006811763165267935,0.5708527631823012,-0.0003888513825036619,0.00019442569125183095
2026-09-23,trend,2,2026-09-23,True,XRPUSDT,1,0.003941669316906838,0.5708527631823012,0.0022501128211071617,0.0011250564105535809
2026-09-23,trend,2,2026-09-23,True,ZECUSDT,1,0.0019739741327649465,0.5708527631823012,0.0011268485881392562,0.0005634242940696281
2026-09-23,trend,3,2026-09-17,False,1000PEPEUSDT,1,0.003073687272577924,0.5708527631823012,0.0017546228727093789,0.0008773114363546894
2026-09-23,trend,3,2026-09-17,False,ACEUSDT,-1,-0.0009257272949932301,0.5708527631823012,-0.0005284539843001627,0.00026422699215008133
2026-09-23,trend,3,2026-09-17,False,ADAUSDT,1,0.003871234654860379,0.5708527631823012,0.0022099049996541294,0.0011049524998270647
2026-09-23,trend,3,2026-09-17,False,AKEUSDT,1,0.0005094910506584521,0.5708527631823012,0.00029084437408503114,0.00014542218704251557
2026-09-23,trend,3,2026-09-17,False,BNBUSDT,1,0.00702449904144654,0.5708527631823012,0.004009954687781183,0.0020049773438905916
2026-09-23,trend,3,2026-09-17,False,BTCUSDT,1,0.00726545617838984,0.5708527631823012,0.004147505735213762,0.002073752867606881
2026-09-23,trend,3,2026-09-17,False,BTWUSDT,1,0.0009839631324683113,0.5708527631823012,0.0005616980730390481,0.00028084903651952407
2026-09-23,trend,3,2026-09-17,False,CYSUSDT,-1,-0.0008896432510927478,0.5708527631823012,-0.0005078553081327809,0.00025392765406639044
2026-09-23,trend,3,2026-09-17,False,DOGEUSDT,1,0.004784035156990259,0.5708527631823012,0.0027309796885291635,0.0013654898442645818
2026-09-23,trend,3,2026-09-17,False,ENAUSDT,1,0.0023905012703492124,0.5708527631823012,0.001364624255569649,0.0006823121277848245
2026-09-23,trend,3,2026-09-17,False,ETHUSDT,1,0.004954505318047807,0.5708527631823012,0.0028282930510089965,0.0014141465255044982
2026-09-23,trend,3,2026-09-17,False,HYPEUSDT,1,0.00333121008883373,0.5708527631823012,0.0019016304839514938,0.0009508152419757469
2026-09-23,trend,3,2026-09-17,False,LINKUSDT,1,0.004373043556011019,0.5708527631823012,0.0024963639974654468,0.0012481819987327234
2026-09-23,trend,3,2026-09-17,False,PUMPUSDT,1,0.0020978554441728396,0.5708527631823012,0.0011975665770630993,0.0005987832885315496
2026-09-23,trend,3,2026-09-17,False,SOLUSDT,1,0.004924656763063816,0.5708527631823012,0.002811253920919386,0.001405626960459693
2026-09-23,trend,3,2026-09-17,False,SUIUSDT,1,0.003981410905730603,0.5708527631823012,0.002272799416900463,0.0011363997084502316
2026-09-23,trend,3,2026-09-17,False,TRUMPUSDT,1,0.002445075292010764,0.5708527631823012,0.0013957779866331167,0.0006978889933165584
2026-09-23,trend,3,2026-09-17,False,TUTUSDT,-1,-0.0006523967396109628,0.5708527631823012,-0.00037242248149804236,0.00018621124074902118
2026-09-23,trend,3,2026-09-17,False,XRPUSDT,1,0.004150630413780874,0.5708527631823012,0.0023693988406553097,0.0011846994203276548
2026-09-23,trend,3,2026-09-17,False,ZECUSDT,1,0.0019531718564872154,0.5708527631823012,0.0011149735512456318,0.0005574867756228159
2026-09-23,trend,4,2026-09-18,False,1000PEPEUSDT,-1,-0.003063005523354094,0.5708527631823012,-0.001748525166649335,0.0008742625833246675
2026-09-23,trend,4,2026-09-18,False,ACEUSDT,-1,-0.0009330794235392619,0.5708527631823012,-0.0005326509671959364,0.0002663254835979682
2026-09-23,trend,4,2026-09-18,False,ADAUSDT,-1,-0.003667005084667753,0.5708527631823012,-0.002093319985186135,0.0010466599925930675
2026-09-23,trend,4,2026-09-18,False,AKEUSDT,1,0.00045592429679368297,0.5708527631823012,0.0002602656446266215,0.00013013282231331074
2026-09-23,trend,4,2026-09-18,False,BNBUSDT,1,0.00695955468109606,0.5708527631823012,0.003972881020222005,0.0019864405101110024
2026-09-23,trend,4,2026-09-18,False,BTCUSDT,1,0.006875737437512046,0.5708527631823012,0.003925033715119746,0.001962516857559873
2026-09-23,trend,4,2026-09-18,False,BTWUSDT,1,0.0009873867341627638,0.5708527631823012,0.000563652445526362,0.000281826222763181
2026-09-23,trend,4,2026-09-18,False,CYSUSDT,-1,-0.0008948264390389236,0.5708527631823012,-0.0005108141452939485,0.00025540707264697424
2026-09-23,trend,4,2026-09-18,False,DOGEUSDT,-1,-0.004630641021337249,0.5708527631823012,-0.0026434142223356817,0.0013217071111678409
2026-09-23,trend,4,2026-09-18,False,ENAUSDT,1,0.0023714557574991127,0.5708527631823012,0.0013537520719329457,0.0006768760359664728
2026-09-23,trend,4,2026-09-18,False,ETHUSDT,1,0.004800214651711703,0.5708527631823012,0.0027402157977977934,0.0013701078988988967
2026-09-23,trend,4,2026-09-18,False,HYPEUSDT,1,0.0032567705704129243,0.5708527631823012,0.001859136479171017,0.0009295682395855085
2026-09-23,trend,4,2026-09-18,False,LINKUSDT,1,0.004245696237835403,0.5708527631823012,0.00242366742900104,0.00121183371450052
2026-09-23,trend,4,2026-09-18,False,PUMPUSDT,1,0.002110169595046435,0.5708527631823012,0.0012045961441155349,0.0006022980720577674
2026-09-23,trend,4,2026-09-18,False,SOLUSDT,1,0.004500376572038305,0.5708527631823012,0.002569052401508959,0.0012845262007544795
2026-09-23,trend,4,2026-09-18,False,SUIUSDT,-1,-0.003800238511197631,0.5708527631823012,-0.002169376654868962,0.001084688327434481
2026-09-23,trend,4,2026-09-18,False,TRUMPUSDT,1,0.0024406290917942594,0.5708527631823012,0.0013932398609538632,0.0006966199304769316
2026-09-23,trend,4,2026-09-18,False,TUTUSDT,-1,-0.0006569287784129963,0.5708527631823012,-0.0003750096083710326,0.0001875048041855163
2026-09-23,trend,4,2026-09-18,False,XRPUSDT,-1,-0.0040306971947791145,0.5708527631823012,-0.0023009346311908072,0.0011504673155954036
2026-09-23,trend,4,2026-09-18,False,ZECUSDT,1,0.0019577811129441332,0.5708527631823012,0.0011176047580302793,0.0005588023790151396
2026-09-23,trend,5,2026-09-19,False,1000PEPEUSDT,1,0.003023297575195855,0.5708527631823012,0.0017258577747229047,0.0008629288873614523
2026-09-23,trend,5,2026-09-19,False,ACEUSDT,-1,-0.0009407120636121161,0.5708527631823012,-0.0005370080808719011,0.00026850404043595057
2026-09-23,trend,5,2026-09-19,False,ADAUSDT,1,0.003693454804162038,0.5708527631823012,0.0021084188806448443,0.0010542094403224221
2026-09-23,trend,5,2026-09-19,False,AKEUSDT,1,0.00045434271529684714,0.5708527631823012,0.00025936279445895475,0.00012968139722947737
2026-09-23,trend,5,2026-09-19,False,BNBUSDT,1,0.0070172555149909405,0.5708527631823012,0.00400581970068882,0.00200290985034441
2026-09-23,trend,5,2026-09-19,False,BTCUSDT,1,0.0069303657356038235,0.5708527631823012,0.003956218430033384,0.001978109215016692
2026-09-23,trend,5,2026-09-19,False,BTWUSDT,1,0.0009954673142599886,0.5708527631823012,0.0005682652670029786,0.0002841326335014893
2026-09-23,trend,5,2026-09-19,False,CYSUSDT,-1,-0.0009022731240237784,0.5708527631823012,-0.0005150651059941011,0.00025753255299705054
2026-09-23,trend,5,2026-09-19,False,DOGEUSDT,-1,-0.004668755537135592,0.5708527631823012,-0.0026651719989965214,0.0013325859994982607
2026-09-23,trend,5,2026-09-19,False,ENAUSDT,1,0.002188810769080368,0.5708527631823012,0.001249488675612706,0.000624744337806353
2026-09-23,trend,5,2026-09-19,False,ETHUSDT,1,0.00483752149389765,0.5708527631823012,0.002761512511745247,0.0013807562558726236
2026-09-23,trend,5,2026-09-19,False,HYPEUSDT,1,0.003283576194748336,0.5708527631823012,0.0018744385438917133,0.0009372192719458567
2026-09-23,trend,5,2026-09-19,False,LINKUSDT,1,0.004274088320081312,0.5708527631823012,0.0024398751276036167,0.0012199375638018083
2026-09-23,trend,5,2026-09-19,False,PUMPUSDT,-1,-0.0021276710790961505,0.5708527631823012,-0.0012145869146451059,0.0006072934573225529
2026-09-23,trend,5,2026-09-19,False,SOLUSDT,1,0.0045300596990399495,0.5708527631823012,0.002585997096577739,0.0012929985482888694
2026-09-23,trend,5,2026-09-19,False,SUIUSDT,1,0.003775815888446462,0.5708527631823012,0.002155434933187298,0.001077717466593649
2026-09-23,trend,5,2026-09-19,False,TRUMPUSDT,-1,-0.002460608580069864,0.5708527631823012,-0.0014046452070429604,0.0007023226035214802
2026-09-23,trend,5,2026-09-19,False,TUTUSDT,-1,-0.0006621599283271447,0.5708527631823012,-0.000377995824754145,0.0001889979123770725
2026-09-23,trend,5,2026-09-19,False,XRPUSDT,-1,-0.004061689051945947,0.5708527631823012,-0.0023186264184906448,0.0011593132092453224
2026-09-23,trend,5,2026-09-19,False,ZECUSDT,1,0.001964662433597117,0.5708527631823012,0.0011215329789393783,0.0005607664894696891
2026-09-23,trend,6,2026-09-20,False,1000PEPEUSDT,-1,-0.003038509638251178,0.5708527631823012,-0.0017345416229517393,0.0008672708114758696
2026-09-23,trend,6,2026-09-20,False,ACEUSDT,-1,-0.0009482917856264336,0.5708527631823012,-0.000541334986127928,0.000270667493063964
2026-09-23,trend,6,2026-09-20,False,ADAUSDT,1,0.0037241146460454864,0.5708527631823012,0.0021259211361027435,0.0010629605680513717
2026-09-23,trend,6,2026-09-20,False,AKEUSDT,1,0.0004578212048887412,0.5708527631823012,0.0002613484998541884,0.0001306742499270942
2026-09-23,trend,6,2026-09-20,False,BNBUSDT,1,0.007050549510055693,0.5708527631823012,0.0040248256697689114,0.0020124128348844557
2026-09-23,trend,6,2026-09-20,False,BTCUSDT,1,0.006987775863919772,0.5708527631823012,0.003988991160417193,0.0019944955802085967
2026-09-23,trend,6,2026-09-20,False,BTWUSDT,1,0.0009749804775471826,0.5708527631823012,0.0005565702996566087,0.00027828514982830435
2026-09-23,trend,6,2026-09-20,False,CYSUSDT,-1,-0.0009096970740518783,0.5708527631823012,-0.0005193030883813692,0.0002596515441906846
2026-09-23,trend,6,2026-09-20,False,DOGEUSDT,-1,-0.004706464406347885,0.5708527631823012,-0.0026866982111828385,0.0013433491055914193
2026-09-23,trend,6,2026-09-20,False,ENAUSDT,1,0.0021923803232263062,0.5708527631823012,0.0012515263654602434,0.0006257631827301217
2026-09-23,trend,6,2026-09-20,False,ETHUSDT,1,0.0048767809105144605,0.5708527631823012,0.0027839238582018783,0.0013919619291009391
2026-09-23,trend,6,2026-09-20,False,HYPEUSDT,1,0.0033075558523036927,0.5708527631823012,0.0018881273976673542,0.0009440636988336771
2026-09-23,trend,6,2026-09-20,False,LINKUSDT,1,0.004307745244460943,0.5708527631823012,0.002459088275885947,0.0012295441379429734
2026-09-23,trend,6,2026-09-20,False,PUMPUSDT,-1,-0.0021452061239369603,0.5708527631823012,-0.0012245968434450077,0.0006122984217225039
2026-09-23,trend,6,2026-09-20,False,SOLUSDT,1,0.004567661692936384,0.5708527631823012,0.0026074622986946828,0.0013037311493473414
2026-09-23,trend,6,2026-09-20,False,SUIUSDT,1,0.0037649357348023904,0.5708527631823012,0.002149223967415732,0.001074611983707866
2026-09-23,trend,6,2026-09-20,False,TRUMPUSDT,-1,-0.0024798164059637766,0.5708527631823012,-0.001415610047529225,0.0007078050237646125
2026-09-23,trend,6,2026-09-20,False,TUTUSDT,-1,-0.0006676387330177809,0.5708527631823012,-0.0003811234155507309,0.00019056170777536545
2026-09-23,trend,6,2026-09-20,False,XRPUSDT,-1,-0.004095406497971864,0.5708527631823012,-0.0023378741157219895,0.0011689370578609947
2026-09-23,trend,6,2026-09-20,False,ZECUSDT,1,0.0019790692668932054,0.5708527631823012,0.0011297571595351573,0.0005648785797675787
2026-09-23,coinbase,0,2026-09-21,False,BTCUSDT,1,0.13065149301346057,0.3426267270430358,0.04476469343448806,0.014921564478162685
2026-09-23,coinbase,1,2026-09-22,False,BTCUSDT,1,0.13168685430898652,0.3426267270430358,0.04511943588648115,0.015039811962160383
2026-09-23,coinbase,2,2026-09-23,True,BTCUSDT,1,0.1318498227418023,0.3426267270430358,0.04517527322722815,0.01505842440907605
2026-09-23,coinbase,3,2026-09-17,False,BTCUSDT,1,0.1453091235677968,0.3426267270430358,0.049786789417526275,0.01659559647250876
2026-09-23,coinbase,4,2026-09-18,False,BTCUSDT,1,0.13751474875024092,0.3426267270430358,0.047116228284440446,0.015705409428146817
2026-09-23,coinbase,5,2026-09-19,False,BTCUSDT,1,0.13860731471207646,0.3426267270430358,0.047490570584022784,0.01583019019467426
2026-09-23,coinbase,6,2026-09-20,False,BTCUSDT,1,0.13975551727839547,0.3426267270430358,0.04788397547130308,0.01596132515710103
